20100101 ;54
20100102 ;32
20100103 ;91
20100104 ;26
20100105 ;82
20100106 ;50
20100107 ;71
20100108 ;26
20100109 ;95
20100110 ;45
20100111 ;43
20100112 ;02
20100113 ;25
20100114 ;04
20100115 ;11
20100116 ;16
20100117 ;15
20100118 ;82
20100119 ;24
20100120 ;91
20100121 ;48
20100122 ;36
20100123 ;65
20100124 ;63
20100125 ;24
20100126 ;04
20100127 ;47
20100128 ;96
20100129 ;70
20100130 ;30
20100131 ;54


20100901 ;06 
20100902 ;62 
20100903 ;39 
20100904 ;02 
20100905 ;60 
20100906 ;36 
20100907 ;99 
20100908 ;08 
20100909 ;73 
20100910 ;07 
20100911 ;20 
20100912 ;00 
20100913 ;72 
20100914 ;58 
20100915 ;05 
20100916 ;92 
20100917 ;45 
20100918 ;00 
20100919 ;72 
20100920 ;65 
20100921 ;92 
20100922 ;24 
20100923 ;87 
20100924 ;93 
20100925 ;66 
20100926 ;19 
20100927 ;40 
20100928 ;97 
20100929 ;92 
20100930 ;64 
20101001 ;23 
20101002 ;89 
20101003 ;40 
20101004 ;26 
20101005 ;11 
20101006 ;79 
20101007 ;37 
20101008 ;08 
20101009 ;79 
20101010 ;21 
20101011 ;33 
20101012 ;78 
20101013 ;52 
20101014 ;29 
20101015 ;65 
20101016 ;58 
20101017 ;17 
20101018 ;83 
20101019 ;37 
20101020 ;49 
20101021 ;58 
20101022 ;43 
20101023 ;93 
20101024 ;55 
20101025 ;69 
20101026 ;95 
20101027 ;11 
20101028 ;31 
20101029 ;39 
20101030 ;54 
20101031 ;27 
20101101 ;99 
20101102 ;07 
20101103 ;96 
20101104 ;37 
20101105 ;83 
20101106 ;10 
20101107 ;15 
20101108 ;18 
20101109 ;72 
20101110 ;17 
20101111 ;10 
20101112 ;13 
20101113 ;62 
20101114 ;36 
20101115 ;49 
20101116 ;63 
20101117 ;31 
20101118 ;31 
20101119 ;80 
20101120 ;52 
20101121 ;73 
20101122 ;68 
20101123 ;08 
20101124 ;98 
20101125 ;43 
20101126 ;43 
20101127 ;51 
20101128 ;08 
20101129 ;41 
20101130 ;97 
20101201 ;15 
20101202 ;06 
20101203 ;13 
20101204 ;53 
20101205 ;15 
20101206 ;30 
20101207 ;15 
20101208 ;54 
20101209 ;58 
20101210 ;39 
20101211 ;69 
20101212 ;57 
20101213 ;59 
20101214 ;94 
20101215 ;78 
20101216 ;11 
20101217 ;09 
20101218 ;63 
20101219 ;02 
20101220 ;03 
20101221 ;41 
20101222 ;93 
20101223 ;95 
20101224 ;32 
20101225 ;45 
20101226 ;90 
20101227 ;10 
20101228 ;62 
20101229 ;24 
20101230 ;17 
20101231 ;70 
20110101 ;28 
20110102 ;27 
20110103 ;24 
20110104 ;82 
20110105 ;42 
20110106 ;03 
20110107 ;07 
20110108 ;65 
20110109 ;94 
20110110 ;41 
20110111 ;85 
20110112 ;25 
20110113 ;22 
20110114 ;70 
20110115 ;30 
20110116 ;43 
20110117 ;88 
20110118 ;35 
20110119 ;17 
20110120 ;85 
20110121 ;90 
20110122 ;45 
20110123 ;57 
20110124 ;13 
20110125 ;90 
20110126 ;66 
20110127 ;71 
20110128 ;51 
20110129 ;89 
20110130 ;06 
20110131 ;98 
20110201 ;56 
20110206 ;26 
20110207 ;58 
20110208 ;23 
20110209 ;99 
20110210 ;00 
20110211 ;57 
20110212 ;50 
20110213 ;26 
20110214 ;23 
20110215 ;38 
20110216 ;05 
20110217 ;76 
20110218 ;83 
20110219 ;70 
20110220 ;99 
20110221 ;38 
20110222 ;98 
20110223 ;23 
20110224 ;02 
20110225 ;01 
20110226 ;66 
20110227 ;17 
20110228 ;88 
20110301 ;22 
20110302 ;57 
20110303 ;27 
20110304 ;86 
20110305 ;91 
20110306 ;65 
20110307 ;77 
20110308 ;41 
20110309 ;02 
20110310 ;65 
20110311 ;85 
20110312 ;91 
20110313 ;27 
20110314 ;49 
20110315 ;98 
20110316 ;39 
20110317 ;85 
20110318 ;57 
20110319 ;22 
20110320 ;39 
20110321 ;22 
20110322 ;06 
20110323 ;37 
20110324 ;36 
20110325 ;93 
20110326 ;19 
20110327 ;49 
20110328 ;18 
20110329 ;97 
20110330 ;73 
20110331 ;49 
20110401 ;71 
20110402 ;95 
20110403 ;85 
20110404 ;05 
20110405 ;33 
20110406 ;60 
20110407 ;70 
20110408 ;33 
20110409 ;70 
20110410 ;20 
20110411 ;64 
20110412 ;61 
20110413 ;95 
20110414 ;80 
20110415 ;42 
20110416 ;55 
20110417 ;70 
20110418 ;29 
20110419 ;31 
20110420 ;91 
20110421 ;66 
20110422 ;36 
20110423 ;08 
20110424 ;42 
20110425 ;88 
20110426 ;42 
20110427 ;56 
20110428 ;37 
20110429 ;91 
20110430 ;83 
20110501 ;82 
20110502 ;30 
20110503 ;19 
20110504 ;71 
20110505 ;94 
20110506 ;32 
20110507 ;30 
20110508 ;93 
20110509 ;49 
20110510 ;69 
20110511 ;09 
20110512 ;01 
20110513 ;13 
20110514 ;24 
20110515 ;17 
20110516 ;34 
20110517 ;75 
20110518 ;21 
20110519 ;60 
20110520 ;96 
20110521 ;56 
20110522 ;56 
20110523 ;80 
20110524 ;98 
20110525 ;44 
20110526 ;23 
20110527 ;70 
20110528 ;95 
20110529 ;14 
20110530 ;94 
20110531 ;66 
20110601 ;13 
20110602 ;41 
20110603 ;64 
20110604 ;53 
20110605 ;10 
20110606 ;42 
20110607 ;38 
20110608 ;21 
20110609 ;68 
20110610 ;05 
20110611 ;62 
20110612 ;52 
20110613 ;94 
20110614 ;51 
20110615 ;44 
20110616 ;41 
20110617 ;54 
20110618 ;68 
20110619 ;68 
20110620 ;36 
20110621 ;08 
20110622 ;00 
20110623 ;00 
20110624 ;38 
20110625 ;79 
20110626 ;35 
20110627 ;73 
20110628 ;31 
20110629 ;78 
20110630 ;27 
20110701 ;28 
20110702 ;42 
20110703 ;44 
20110704 ;56 
20110705 ;67 
20110706 ;58 
20110707 ;62 
20110708 ;03 
20110709 ;52 
20110710 ;72 
20110711 ;06 
20110712 ;19 
20110713 ;30 
20110714 ;96 
20110715 ;90 
20110716 ;77 
20110717 ;29 
20110718 ;65 
20110719 ;59 
20110720 ;00 
20110721 ;03 
20110722 ;18 
20110723 ;70 
20110724 ;35 
20110725 ;04 
20110726 ;18 
20110727 ;67 
20110728 ;47 
20110729 ;88 
20110730 ;14 
20110731 ;60 
20110801 ;54 
20110802 ;66 
20110803 ;74 
20110804 ;80 
20110805 ;08 
20110806 ;15 
20110807 ;63 
20110808 ;53 
20110809 ;03 
20110810 ;59 
20110811 ;13 
20110812 ;31 
20110813 ;66 
20110814 ;43 
20110815 ;22 
20110816 ;49 
20110817 ;96 
20110818 ;73 
20110819 ;12 
20110820 ;93 
20110821 ;73 
20110822 ;34 
20110823 ;48 
20110824 ;25 
20110825 ;74 
20110826 ;88 
20110827 ;91 
20110828 ;22 
20110829 ;70 
20110830 ;51 
20110831 ;33 
20110901 ;92 
20110902 ;44 
20110903 ;26 
20110904 ;84 
20110905 ;63 
20110906 ;97 
20110907 ;85 
20110908 ;46 
20110909 ;35 
20110910 ;59 
20110911 ;85 
20110912 ;21 
20110913 ;62 
20110914 ;22 
20110915 ;59 
20110916 ;05 
20110917 ;72 
20110918 ;59 
20110919 ;19 
20110920 ;63 
20110921 ;44 
20110922 ;72 
20110923 ;64 
20110924 ;65 
20110925 ;03 
20110926 ;74 
20110927 ;86 
20110928 ;17 
20110929 ;25 
20110930 ;60 
20111001 ;11 
20111002 ;31 
20111003 ;27 
20111004 ;65 
20111005 ;53 
20111006 ;28 
20111007 ;36 
20111008 ;36 
20111009 ;89 
20111010 ;82 
20111011 ;36 
20111012 ;17 
20111013 ;34 
20111014 ;75 
20111015 ;03 
20111016 ;22 
20111017 ;56 
20111018 ;96 
20111019 ;60 
20111020 ;05 
20111021 ;03 
20111022 ;72 
20111023 ;68 
20111024 ;89 
20111025 ;60 
20111026 ;44 
20111027 ;11 
20111028 ;36 
20111029 ;51 
20111030 ;70 
20111031 ;64 
20111101 ;32 
20111102 ;42 
20111103 ;01 
20111104 ;01 
20111105 ;12 
20111106 ;04 
20111107 ;69 
20111108 ;67 
20111109 ;62 
20111110 ;56 
20111111 ;46 
20111112 ;04 
20111113 ;43 
20111114 ;18 
20111115 ;03 
20111116 ;54 
20111117 ;16 
20111118 ;23 
20111119 ;55 
20111120 ;04 
20111121 ;97 
20111122 ;25 
20111123 ;53 
20111124 ;87 
20111125 ;80 
20111126 ;09 
20111127 ;32 
20111128 ;34 
20111129 ;74 
20111130 ;57 
20111201 ;62 
20111202 ;09 
20111203 ;05 
20111204 ;60 
20111205 ;86 
20111206 ;45 
20111207 ;05 
20111208 ;56 
20111209 ;19 
20111210 ;70 
20111211 ;24 
20111212 ;04 
20111213 ;23 
20111214 ;02 
20111215 ;08 
20111216 ;27 
20111217 ;70 
20111218 ;92 
20111219 ;82 
20111220 ;95 
20111221 ;39 
20111222 ;23 
20111223 ;77 
20111224 ;27 
20111225 ;13 
20111226 ;88 
20111227 ;07 
20111228 ;25 
20111229 ;04 
20111230 ;07 
20111231 ;78 
20120101 ;98 
20120102 ;15 
20120103 ;55 
20120104 ;09 
20120105 ;44 
20120106 ;93 
20120107 ;60 
20120108 ;06 
20120109 ;67 
20120110 ;70 
20120111 ;80 
20120112 ;73 
20120113 ;40 
20120114 ;17 
20120115 ;71 
20120116 ;91 
20120117 ;31 
20120118 ;78 
20120119 ;61 
20120120 ;99 
20120121 ;50 
20120126 ;80 
20120127 ;41 
20120128 ;77 
20120129 ;55 
20120130 ;26 
20120131 ;02 
20120201 ;27 
20120202 ;15 
20120203 ;17 
20120204 ;22 
20120205 ;84 
20120206 ;99 
20120207 ;97 
20120208 ;51 
20120209 ;90 
20120210 ;59 
20120211 ;89 
20120212 ;85 
20120213 ;19 
20120214 ;84 
20120215 ;86 
20120216 ;75 
20120217 ;31 
20120218 ;75 
20120219 ;90 
20120220 ;55 
20120221 ;66 
20120222 ;10 
20120223 ;53 
20120224 ;48 
20120225 ;74 
20120226 ;75 
20120227 ;99 
20120228 ;87 
20120229 ;18 
20120301 ;08 
20120302 ;41 
20120303 ;83 
20120304 ;68 
20120305 ;14 
20120306 ;99 
20120307 ;06 
20120308 ;10 
20120309 ;81 
20120310 ;75 
20120311 ;49 
20120312 ;92 
20120313 ;12 
20120314 ;07 
20120315 ;41 
20120316 ;77 
20120317 ;44 
20120318 ;19 
20120319 ;36 
20120320 ;36 
20120321 ;78 
20120322 ;80 
20120323 ;55 
20120324 ;00 
20120325 ;10 
20120326 ;89 
20120327 ;76 
20120328 ;06 
20120329 ;56 
20120330 ;15 
20120331 ;68 
20120401 ;70 
20120402 ;60 
20120403 ;31 
20120404 ;17 
20120405 ;76 
20120406 ;93 
20120407 ;23 
20120408 ;64 
20120409 ;48 
20120410 ;21 
20120411 ;82 
20120412 ;41 
20120413 ;03 
20120414 ;17 
20120415 ;73 
20120416 ;91 
20120417 ;66 
20120418 ;90 
20120419 ;89 
20120420 ;99 
20120421 ;85 
20120422 ;83 
20120423 ;66 
20120424 ;26 
20120425 ;47 
20120426 ;60 
20120427 ;35 
20120428 ;66 
20120429 ;72 
20120430 ;86 
20120501 ;90 
20120502 ;51 
20120503 ;74 
20120504 ;35 
20120505 ;45 
20120506 ;21 
20120507 ;29 
20120508 ;44 
20120509 ;90 
20120510 ;60 
20120511 ;93 
20120512 ;76 
20120513 ;90 
20120514 ;77 
20120515 ;65 
20120516 ;35 
20120517 ;07 
20120518 ;70 
20120519 ;81 
20120520 ;39 
20120521 ;39 
20120522 ;94 
20120523 ;86 
20120524 ;01 
20120525 ;96 
20120526 ;67 
20120527 ;05 
20120528 ;10 
20120529 ;21 
20120530 ;39 
20120531 ;97 
20120601 ;43 
20120602 ;04 
20120603 ;41 
20120604 ;42 
20120605 ;09 
20120606 ;25 
20120607 ;06 
20120608 ;06 
20120609 ;91 
20120610 ;80 
20120611 ;89 
20120612 ;37 
20120613 ;65 
20120614 ;56 
20120615 ;01 
20120616 ;06 
20120617 ;37 
20120618 ;92 
20120619 ;25 
20120620 ;73 
20120621 ;82 
20120622 ;15 
20120623 ;71 
20120624 ;60 
20120625 ;40 
20120626 ;60 
20120627 ;23 
20120628 ;69 
20120629 ;81 
20120630 ;17 
20120701 ;34 
20120702 ;53 
20120703 ;65
20120704 ;96 
20120705 ;05 
20120706 ;92 
20120707 ;85 
20120708 ;87 
20120709 ;59 
20120710 ;62 
20120711 ;26 
20120712 ;47 
20120713 ;35 
20120714 ;86 
20120715 ;41 
20120716 ;33 
20120717 ;07 
20120718 ;09 
20120719 ;43 
20120720 ;46 
20120721 ;03 
20120722 ;69 
20120723 ;24 
20120724 ;76 
20120725 ;18 
20120726 ;15 
20120727 ;19 
20120728 ;34 
20120729 ;76 
20120730 ;03 
20120731 ;30 
20120801 ;24 
20120802 ;97 
20120803 ;28 
20120804 ;00 
20120805 ;55 
20120806 ;72 
20120807 ;25 
20120808 ;51 
20120809 ;24 
20120810 ;07 
20120811 ;32 
20120812 ;29 
20120813 ;10 
20120814 ;05 
20120815 ;97 
20120816 ;17 
20120817 ;17 
20120818 ;33 
20120819 ;08 
20120820 ;71 
20120821 ;55 
20120822 ;53 
20120823 ;84 
20120824 ;77 
20120825 ;50 
20120826 ;98 
20120827 ;71 
20120828 ;46 
20120829 ;88 
20120830 ;06 
20120831 ;99 
20120901 ;23 
20120902 ;46 
20120903 ;71 
20120904 ;43 
20120905 ;58 
20120906 ;66 
20120907 ;41 
20120908 ;32 
20120909 ;32 
20120910 ;99 
20120911 ;09 
20120912 ;14 
20120913 ;60 
20120914 ;01 
20120915 ;15 
20120916 ;99 
20120917 ;98 
20120918 ;75 
20120919 ;50 
20120920 ;68 
20120921 ;74 
20120922 ;21 
20120923 ;73 
20120924 ;44 
20120925 ;19 
20120926 ;76 
20120927 ;36 
20120928 ;76 
20120929 ;18 
20120930 ;65 
20121001 ;77 
20121002 ;27
20121003 ;12
20121004 ;34  
20121005 ;60 
20121006 ;21 
20121007 ;18 
20121008 ;92 
20121009 ;28 
20121010 ;64 
20121011 ;57 
20121012 ;38 
20121013 ;72 
20121014 ;06 
20121015 ;44
20121016 ;11 
20121017 ;44 
20121018 ;93 
20121019 ;39 
20121020 ;29 
20121021 ;93 
20121022 ;72 
20121023 ;72 
20121024 ;26 
20121025 ;49 
20121026 ;27 
20121027 ;37 
20121028 ;81 
20121029 ;25 
20121030 ;10 
20121031 ;61 
20121101 ;16 
20121102 ;96 
20121103 ;68 
20121104 ;90 
20121105 ;82 
20121106 ;88 
20121107 ;05 
20121108 ;85 
20121109 ;38 
20121110 ;82 
20121111 ;48 
20121112 ;39 
20121113 ;46 
20121114 ;83 
20121115 ;28 
20121116 ;37 
20121117 ;31 
20121118 ;48 
20121119 ;25 
20121120 ;66 
20121121 ;99 
20121122 ;00 
20121123 ;01 
20121124 ;29 
20121125 ;81 
20121126 ;94 
20121127 ;08 
20121128 ;37 
20121129 ;88 
20121130 ;07 
20121201 ;39 
20121202 ;24 
20121203 ;37 
20121204 ;48 
20121205 ;75 
20121206 ;75 
20121207 ;39 
20121208 ;66 
20121209 ;36 
20121210 ;58 
20121211 ;61 
20121212 ;24 
20121213 ;02 
20121214 ;47 
20121215 ;39 
20121216 ;91 
20121217 ;60 
20121218 ;99 
20121219 ;91 
20121220 ;60 
20121221 ;81 
20121222 ;33 
20121223 ;80 
20121224 ;29 
20121225 ;49 
20121226 ;59 
20121227 ;68 
20121228 ;86 
20121229 ;61 
20121230 ;05 
20121231 ;98 
20130101 ;78 
20130102 ;04 
20130103 ;81 
20130104 ;63 
20130105 ;26 
20130106 ;66 
20130107 ;34 
20130108 ;32 
20130109 ;25 
20130110 ;64 
20130111 ;89 
20130112 ;93 
20130113 ;15 
20130114 ;20 
20130115 ;37 
20130116 ;53 
20130117 ;07 
20130118 ;14 
20130119 ;74 
20130120 ;11 
20130121 ;11 
20130122 ;88 
20130123 ;06 
20130124 ;80 
20130125 ;56 
20130126 ;08 
20130127 ;85 
20130128 ;15 
20130129 ;32 
20130130 ;43 
20130131 ;44 
20130201 ;98 
20130202 ;04 
20130203 ;24 
20130204 ;55 
20130205 ;94 
20130206 ;90 
20130207 ;56 
20130208 ;78 
20130213 ;48 
20130214 ;39 
20130215 ;15 
20130216 ;54 
20130217 ;19 
20130218 ;93 
20130219 ;15 
20130220 ;16 
20130221 ;62 
20130222 ;83 
20130223 ;37 
20130224 ;70 
20130225 ;04 
20130226 ;45 
20130227 ;90 
20130228 ;97 
20130301 ;97 
20130302 ;09 
20130303 ;19 
20130304 ;82 
20130305 ;04 
20130306 ;98 
20130307 ;46 
20130308 ;29 
20130309 ;87 
20130310 ;33 
20130311 ;14 
20130312 ;37 
20130313 ;60 
20130314 ;25 
20130315 ;92 
20130316 ;44 
20130317 ;86 
20130318 ;60 
20130319 ;10 
20130320 ;74 
20130321 ;77 
20130322 ;58 
20130323 ;91 
20130324 ;15 
20130325 ;82 
20130326 ;92 
20130327 ;71 
20130328 ;40 
20130329 ;34 
20130330 ;98 
20130331 ;35 
20130401 ;16 
20130402 ;19 
20130403 ;70 
20130404 ;22 
20130405 ;09 
20130406 ;56 
20130407 ;07 
20130408 ;32 
20130409 ;11 
20130410 ;50 
20130411 ;26 
20130412 ;46 
20130413 ;85 
20130414 ;41 
20130415 ;17 
20130416 ;95 
20130417 ;61 
20130418 ;89 
20130419 ;48 
20130420 ;11 
20130421 ;16 
20130423 ;38 
20130423 ;47 
20130424 ;01 
20130425 ;30 
20130426 ;01 
20130427 ;39 
20130428 ;40 
20130429 ;43 
20130430 ;27 
20130501 ;00 
20130502 ;96 
20130503 ;06 
20130504 ;50 
20130505 ;57 
20130506 ;37 
20130507 ;45 
20130508 ;65 
20130509 ;77 
20130510 ;97 
20130511 ;03 
20130512 ;71 
20130513 ;87 
20130514 ;66 
20130515 ;42 
20130516 ;76 
20130517 ;01 
20130518 ;36 
20130519 ;17 
20130520 ;53 
20130521 ;34 
20130522 ;50 
20130523 ;52 
20130524 ;29 
20130525 ;11 
20130526 ;86 
20130527 ;44 
20130528 ;81 
20130529 ;37 
20130530 ;52 
20130531 ;13 
20130601 ;25 
20130602 ;29 
20130603 ;95 
20130604 ;98 
20130605 ;32 
20130606 ;36 
20130607 ;34 
20130608 ;79 
20130608 ;35 
20130610 ;73 
20130611 ;86 
20130612 ;43 
20130613 ;53 
20130614 ;14 
20130615 ;15 
20130616 ;73 
20130617 ;74 
20130618 ;05 
20130619 ;77 
20130620 ;75 
20130621 ;23 
20130622 ;05 
20130623 ;99 
20130624 ;24 
20130625 ;57 
20130626 ;34 
20130627 ;16 
20130628 ;28 
20130629 ;26 
20130630 ;88 
20130701 ;87 
20130702 ;95 
20130703 ;40 
20130704 ;81 
20130705 ;39 
20130706 ;25 
20130707 ;08 
20130708 ;34 
20130709 ;80 
20130710 ;15 
20130711 ;07 
20130712 ;16 
20130713 ;48 
20130714 ;09 
20130715 ;00 
20130716 ;91 
20130717 ;22 
20130718 ;63 
20130719 ;01 
20130720 ;52 
20130721 ;27 
20130722 ;33 
20130723 ;13 
20130724 ;65 
20130725 ;04 
20130726 ;09 
20130727 ;16 
20130728 ;19 
20130729 ;09 
20130730 ;79 
20130731 ;17 
20130801 ;13 
20130802 ;85 
20130803 ;37 
20130804 ;89 
20130805 ;51 
20130806 ;55 
20130807 ;06 
20130808 ;72 
20130809 ;61 
20130810 ;69 
20130811 ;98 
20130812 ;84 
20130813 ;68 
20130814 ;32 
20130815 ;71 
20130816 ;06 
20130817 ;02 
20130818 ;77 
20130819 ;02 
20130820 ;53 
20130821 ;59 
20130822 ;98 
20130823 ;68 
20130824 ;80 
20130825 ;03 
20130826 ;88 
20130827 ;94 
20130828 ;96 
20130829 ;62 
20130830 ;91 
20130831 ;44 
20130901 ;55 
20130902 ;61 
20130903 ;46 
20130904 ;57 
20130905 ;93 
20130906 ;01 
20130907 ;09 
20130908 ;00 
20130909 ;82 
20130910 ;79 
20130911 ;74 
20130912 ;04 
20130913 ;05 
20130914 ;50 
20130915 ;85 
20130916 ;86 
20130917 ;61 
20130918 ;28 
20130919 ;90 
20130920 ;39 
20130921 ;35 
20130922 ;78 
20130923 ;02 
20130924 ;51 
20130925 ;14 
20130926 ;41 
20130927 ;25 
20130928 ;10 
20130929 ;45 
20130930 ;48 
20131001 ;60 
20131002 ;34 
20131003 ;11 
20131004 ;33 
20131005 ;22 
20131006 ;72 
20131007 ;93 
20131008 ;38 
20131009 ;97 
20131010 ;11 
20131011 ;38 
20131012 ;55 
20131013 ;91 
20131014 ;84 
20131015 ;38 
20131016 ;95 
20131017 ;79 
20131018 ;06 
20131019 ;99 
20131020 ;84 
20131021 ;72 
20131022 ;89 
20131023 ;15 
20131024 ;28 
20131025 ;64 
20131026 ;45 
20131027 ;83 
20131028 ;52 
20131029 ;28 
20131030 ;71 
20131031 ;48 
20131101 ;28 
20131102 ;90 
20131103 ;72 
20131104 ;71 
20131105 ;67 
20131106 ;03 
20131107 ;33 
20131108 ;80 
20131109 ;59 
20131110 ;67 
20131111 ;59 
20131112 ;59 
20131113 ;35 
20131114 ;71 
20131115 ;94 
20131116 ;06 
20131117 ;98 
20131118 ;75 
20131119 ;46 
20131120 ;41 
20131121 ;72 
20131122 ;80 
20131123 ;83 
20131124 ;78 
20131125 ;29 
20131126 ;61 
20131127 ;34 
20131128 ;92 
20131129 ;48 
20131130 ;53 
